split,split_index,order_idx,Id,Title,Description,Download_link,ECR,video_path
test,13,80,52a7837f470490243652de1b2892d971,The end!!smiling face with heartssmiling face with smiling eyes I love my Olympic swimming boss!! blue heart  pool  swimming  toddler  momlife ,My 22 month old toddler learns to swim!!!,https://cf-st.sc-cdn.net/d/AUiIoCgH8JyViAApwYIQb.1034.IRZXSOY?mo=GmoaDRoAGgAyAQRIAlAuYAGiAVgIiggSRgpEIAFKQAo7qwFZQzlDPDktLzxCMjIsSTcwKyYjWTQxNDM1NTo3MzQ1LzcwKkI1NzYxMj80MDU0OUQwLVApKikqLx4Q9AMiCxIAKgdJUlpYU09Z&uc=46,0.667532772451575,official_balanced_5000_videos/52a7837f470490243652de1b2892d971.mp4
test,14,82,bcc3f272c2e71e1765d06e67c0e2bc38,,,https://cf-st.sc-cdn.net/d/mqUfV5lIDhQ5ez3cHGWOv.1034.IRZXSOY?mo=GjwaDRoAGgAyAQRIA1AuYAGiASoIiggSGAoWIAFKEgoNgQE_Xzw_QC5COjQ8MxD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.8975777734298571,official_balanced_5000_videos/bcc3f272c2e71e1765d06e67c0e2bc38.mp4
test,15,84,f9bc3a825b1902b2227db0f4a9dfecc4,,,https://cf-st.sc-cdn.net/d/5ieXJU3uOtYT5UxWbAc1z.1034.IRZXSOY?mo=GkMaDRoAGgAyAQRIA1AuYAGiATEIiggSHwodIAFKGQoUjwFGUU1JPTI0Nzg6ODQ1PDc2PzEQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.6270788495402074,official_balanced_5000_videos/f9bc3a825b1902b2227db0f4a9dfecc4.mp4
test,16,88,e876dee112898feab0e513a65b23d557,,,https://cf-st.sc-cdn.net/d/6Ay4g01Pc2zRHeCtA25Nk.1034.IRZXSOY?mo=GogBGg0aABoAMgEESAJQLmABogF2CIoIEmQKYiABSl4KWZMBHSMiHhc4MShHJyQxNS4yNzQ2WDg6OjouLTgySSghMTExPCAhKDcqJDYydWhQQz8wQDNMLyobJScdGVQ0MjM2PEo_Okw-LkE5MC40NkY0ITc8ICBFNTtHEPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.9119859127372334,official_balanced_5000_videos/e876dee112898feab0e513a65b23d557.mp4
test,17,90,c12ba40c196e86a93502cb8851850f33,Devious Lick,Alright. You've lost air filter privileges.,https://cf-st.sc-cdn.net/d/WIiknGbERajlQdSRquQQM.1034.IRZXSOY?mo=GmEaDRoAGgAyAQRIAlAuYAGiAU8IiggSPQo7IAFKIAobkgFLP0o7PDwxPkYvNDIzMTc7LS02LTQ5Ok4nEPQDWgMQmXlaBwivJRDF5ClaBwikSxDDy0kiCxIAKgdJUlpYU09Z&uc=46,0.8153551164155742,official_balanced_5000_videos/c12ba40c196e86a93502cb8851850f33.mp4
test,18,96,485918c0408c2362da80aad955a08d18,,,https://cf-st.sc-cdn.net/c/CLcu1LfcDyOSbiX82IZ1A.1034.IRZXSOY?mo=Gj8aDRoAGgAyAQNIAlAuYAGiAS0IiggSGwoZIAFKFQoQmQFGSEYvNTIwNik2NjYoNhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.5876579925650558,official_balanced_5000_videos/485918c0408c2362da80aad955a08d18.mp4
test,19,99,e60c06ec4aa6934d5707bd8f5c8a5b09,OOTD sparklesCLOUTsparkles,OUTFIT OF THE DAY….,https://cf-st.sc-cdn.net/d/Ubhuw78UMucbzdIiyOdMv.1034.IRZXSOY?mo=Gm0aDRoAGgAyAQRIAlAuYAGiAVsIiggSSQpHIAFKQwo-VRMaLi8hOS4vPi4lHRwjHxoWFDANFA0cGw8PDi0XDxAaFxYTHSE-JRoWExIYFycwOC4uGyosKxsoSjk0Nx0Q9AMiCxIAKgdJUlpYU09Z&uc=46,0.0112072001565251,official_balanced_5000_videos/e60c06ec4aa6934d5707bd8f5c8a5b09.mp4
test,20,100,5e808b284bcce92fc67b56114610f04e,,,https://cf-st.sc-cdn.net/d/vgoOspktSKZTietn7j0lw.1034.IRZXSOY?mo=GkAaDRoAGgAyAQRIAlAuYAGiAS4IiggSHAoaIAFKEQoMqgE8RkE-OTQ_MjkrEPQDWgMQ8zkiCxIAKgdJUlpYU09Z&uc=46,0.372310702406574,official_balanced_5000_videos/5e808b284bcce92fc67b56114610f04e.mp4
test,21,102,125d755eea0387437330db7476e9affe,,,https://cf-st.sc-cdn.net/d/Zi9MJVktuCwaoGoQsDoTS.1034.IRZXSOY?mo=GkAaDRoAGgAyAQRIAlAuYAGiAS4IiggSHAoaIAFKFgoRKxwWFhYYHxsUFhYeHxkYGR0Q9AMiCxIAKgdJUlpYU09Z&uc=46,0.4751398943455292,official_balanced_5000_videos/125d755eea0387437330db7476e9affe.mp4
test,22,106,956df2b9f6d22a04597145242f0ade92,,Idk man ,https://cf-st.sc-cdn.net/d/idjNuFKpTOsZFHzUVKvEE.1034.IRZXSOY?mo=GlEaDRoAGgAyAQRIAlAuYAGiAT8IiggSLQorIAFKJwoiXzUtKysgJyggOyYgHyYkIRgjHzgpIyIlKCkfGCQ9Gx0YKRD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.1113128546272745,official_balanced_5000_videos/956df2b9f6d22a04597145242f0ade92.mp4
test,23,108,fe5c7171510ac6be785bf787f0c0ce00, couple  relationship  marriage  couplegoals  relationshipgoals  marriagegoals,,https://cf-st.sc-cdn.net/d/jTFpwyuDHawqtB5yJG2PA.1034.IRZXSOY?mo=GkAaDRoAGgAyAQRIA1AuYAGiAS4IiggSHAoaIAFKFgoRWHI5LXVLKzdGOTIzPzIwNTkQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.9374369008021912,official_balanced_5000_videos/fe5c7171510ac6be785bf787f0c0ce00.mp4
test,24,122,45be7745b55d9489f61cff1b7a0777ed,,,https://cf-st.sc-cdn.net/d/8TLuFhM1Ox5AUubDKv0zG.1034.IRZXSOY?mo=Gj4aDRoAGgAyAQRIAlAuYAGiASwIiggSGgoYIAFKFAoPjAFHTVI8PT85Pik2QjU4EPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.9843553120720016,official_balanced_5000_videos/45be7745b55d9489f61cff1b7a0777ed.mp4
test,25,127,aa40f15245e4e9df13a11928eadb3320,,Don’t make a face challenge | Tequila shots but..,https://cf-st.sc-cdn.net/d/nxD35I3JIbQ8Gy0c6mAYN.1034.IRZXSOY?mo=GqoBGg0aABoAMgEESAJQLmABogGXAQiKCBKEAQqBASABSn0KeIIBGh4cFyg6Ly83LDE1KC0iMj9DUTo8MjcsNEc0SDQpMDUsKyc0OU4vKzooIxohMjZMLjAtLBwlKjBNP0BANTQ6Ny88YVAzPEE4MjRCO1AyMC8vOTgrPUwqNDgrJzE1MTVJNTQtMyouJSUdQBkbKj40LjQxSykjOhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.9756838192134611,official_balanced_5000_videos/aa40f15245e4e9df13a11928eadb3320.mp4
test,26,129,88dc083bab761587a6bb1afe5859e311,,,https://cf-st.sc-cdn.net/d/X3SBZ3ceWtXadeSXgG5z5.1034.IRZXSOY?mo=Gj0aDRoAGgAyAQRIA1AuYAGiASsIiggSGQoXIAFKEwoOa0I8Qz1FSUBDRUIyPEIQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.6745059675210331,official_balanced_5000_videos/88dc083bab761587a6bb1afe5859e311.mp4
test,27,130,34810400a027d5a253d2a669da9fdb24, snapmemories ,She was not expecting thatrolling on the floor laughing,https://cf-st.sc-cdn.net/d/a1Xf5i1OXBm8qrplCTOFg.1034.IRZXSOY?mo=GjwaDRoAGgAyAQRIA1AuYAGiASoIiggSGAoWIAFKEgoNUS8pJiolJiEeJDQmKRD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.8134533359420857,official_balanced_5000_videos/34810400a027d5a253d2a669da9fdb24.mp4
test,28,131,403350b4c9f68771e798a8cdfccb9081,,,https://cf-st.sc-cdn.net/b/YxOpwm558JNFrKdA4rNll.1034.IRZXSOY?mo=GjoaDRoAGgAyAQJIAlAuYAGiASgIiggSFgoUIAFKEAoLMiIfIysnKCklJh4Q9AMiCxIAKgdJUlpYU09Z&uc=46,0.6994482488749756,official_balanced_5000_videos/403350b4c9f68771e798a8cdfccb9081.mp4
test,29,158,eb66e7e3659d0893dd2098589fd2a00b,Es muss natürlich ein Produkt sein was neu und spannend oder lustig ist ansonsten wird das nix. double exclamation mark Aber ansonsten ist es relativ easy money-mouth facered heart,,https://cf-st.sc-cdn.net/d/WWp912tmT5UYFqUTuVufP.1034.IRZXSOY?mo=GkwaDRoAGgAyAQRIAlAuYAGiAToIiggSKAomIAFKIgodWy4oVGVaWUUvXzg2LThXKy81OCZKN0RFQS00OSMQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.7416239483467032,official_balanced_5000_videos/eb66e7e3659d0893dd2098589fd2a00b.mp4
test,30,161,903ef5d73e0451af89070b5e6d15f231, fitness  gym  motivation ,I grew these | 40gs of protein whey & 2h daily in the gym week 1 complete  | Follow for progress sluch ,https://cf-st.sc-cdn.net/a/Bq0i0XhEbBz4i98w54MdB.1034.IRZXSOY?mo=GkIaDRoAGgAyAQFIA1AuYAGiATAIiggSHgocIAFKEwoOOhoXFxoUHR8eHCMXGyQQ9ANaAxD5SCILEgAqB0lSWlhTT1k%3D&uc=46,0.6026139698689102,official_balanced_5000_videos/903ef5d73e0451af89070b5e6d15f231.mp4
test,31,174,43ec5d01070b057c90c1ae53ab5d97e1,,,https://cf-st.sc-cdn.net/d/lPa5qloXyKPY6AfGpJ6JY.1034.IRZXSOY?mo=GkUaDRoAGgAyAQRIAlAuYAGiATMIiggSIQofIAFKGwoWPyMwLScqIyUiOCQeI0EvNDY6PTgnIhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.0904324007043631,official_balanced_5000_videos/43ec5d01070b057c90c1ae53ab5d97e1.mp4
test,32,176,45b981bd097e3ce5220dcfc60686edff,,WHEN CUSTOMERS ONLY WANT TEA NOT BOBA,https://cf-st.sc-cdn.net/d/FcPbpLx8w5ClnGNYSxqav.1034.IRZXSOY?mo=GjoaDRoAGgAyAQRIAlAuYAGiASgIiggSFgoUIAFKEAoLRTsxOSAaGRkWFhMQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.8205126198395617,official_balanced_5000_videos/45b981bd097e3ce5220dcfc60686edff.mp4
test,33,181,cd8ef9d254fbc98e5984a5ab24253741,,Bro listening to the RIDICULOUSNESS intro ,https://cf-st.sc-cdn.net/d/6IBwjGZ5iufCDhqgtDLYF.1034.IRZXSOY?mo=GjkaDRoAGgAyAQRIA1AuYAGiAScIiggSFQoTIAFKDwoKSkAvSU83LDEsJhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.5876345137937782,official_balanced_5000_videos/cd8ef9d254fbc98e5984a5ab24253741.mp4
test,34,191,83a2daf9a8a3baa0601fc6321b57321b,I did it  funny  baptism,,https://cf-st.sc-cdn.net/d/217v3Jx8DXC3jQgf2mKVK.1034.IRZXSOY?mo=GkUaDRoAGgAyAQRIAlAuYAGiATMIiggSIQofIAFKGwoWNxwXFxgXHBgZKBkfICMlKSEeHiQoGRD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.7266914498141264,official_balanced_5000_videos/83a2daf9a8a3baa0601fc6321b57321b.mp4
test,35,192,871a16b3ec325663d3d8d5e7d8c95a71,,When you double bounce your lil bro,https://cf-st.sc-cdn.net/d/wp4grZBnQXryTnvpcBQFK.1034.IRZXSOY?mo=GjwaDRoAGgAyAQRIAlAuYAGiASoIiggSGAoWIAFKEgoNazVDRzIxNSwrRU1NRBD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.7074779886519272,official_balanced_5000_videos/871a16b3ec325663d3d8d5e7d8c95a71.mp4
test,36,195,4ca3e9023b7119bfc889dce97f364c08,,Never ask me why I get late alarm clock ,https://bolt-gcdn.sc-cdn.net/y/t3BCuFzgEn3BYz1LlYqtD.1034.IRZXSOY?mo=GjsaDRoAGgAyAXhIAlAuYAGiASkIiggSFwoVIAFKEQoMTilAMC0rNCo8QjAwEPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.2090941107415378,official_balanced_5000_videos/4ca3e9023b7119bfc889dce97f364c08.mp4
test,37,208,94486b7c228b935170540fd20707569e,Greek Freak Vs. Knicks  nbahighlights ,,https://cf-st.sc-cdn.net/d/RSIEFc4hwtvKGDuxZRxNM.1034.IRZXSOY?mo=Gl4aDRoAGgAyAQRIAlAuYAGiAUwIiggSOgo4IAFKNAovkgE9PjwzY0JIOTc3Mko-MjQrPjo4NTouNTctQTQ8NDhMKShBMj8tQDo1PCk0MDQQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.7581843083545294,official_balanced_5000_videos/94486b7c228b935170540fd20707569e.mp4
test,38,210,8aba52ecddcf8b76fe5fc26fb3d471ee,,Cost to be the boss….,https://cf-st.sc-cdn.net/d/6gMYMNNuEGrdPmYcOetqm.1034.IRZXSOY?mo=GkIaDRoAGgAyAQRIAlAuYAGiATAIiggSHgocIAFKGAoTowFTRUNFQS03ODgwMDgyOUI1PBD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.6137116024261396,official_balanced_5000_videos/8aba52ecddcf8b76fe5fc26fb3d471ee.mp4
test,39,212,a1aba0f8677b6d09dd842c42e3143e29,,@rowheimfarooqui,https://cf-st.sc-cdn.net/d/f2xwKbfBWI0UmOUxEnu6u.1034.IRZXSOY?mo=GjkaDRoAGgAyAQRIA1AuYAGiAScIiggSFQoTIAFKDwoKRysrNB4kKTFAVhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.788119741733516,official_balanced_5000_videos/a1aba0f8677b6d09dd842c42e3143e29.mp4
test,40,223,76b0dc11606a6e50d8530b88c687743f,,,https://cf-st.sc-cdn.net/d/1lUmmgJcXIOH2VTaSLFPy.1034.IRZXSOY?mo=GkMaDRoAGgAyAQRIAlAuYAGiATEIiggSHwodIAFKFAoPpwFSQ0ozPTo0PDRBNDU0EPQDWgMQokYiCxIAKgdJUlpYU09Z&uc=46,0.6727920172177656,official_balanced_5000_videos/76b0dc11606a6e50d8530b88c687743f.mp4
test,41,233,9aec23b6cf009b4c6ce44656c9f9e80a,,6ft guys vs 5’11 guys ,https://cf-st.sc-cdn.net/d/OQbSnyoIBrSAdXEA4NkFi.1034.IRZXSOY?mo=GkAaDRoAGgAyAQRIA1AuYAGiAS4IiggSHAoaIAFKFgoRQw0LCxAYFRIXFRYTDgwKCjEQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.9862336137742124,official_balanced_5000_videos/9aec23b6cf009b4c6ce44656c9f9e80a.mp4
test,42,234,3eb53b364ccd07099e592668e8dbb466,,She’d be fun to cosplay haha ,https://cf-st.sc-cdn.net/d/fyYi8NhHcBjdtfBmJbvd7.1034.IRZXSOY?mo=GkYaDRoAGgAyAQRIAlAuYAGiATQIiggSIgogIAFKHAoXWiA6NyYmKT06QScmFxYwKxwdKSgkHxQQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.0136724711406769,official_balanced_5000_videos/3eb53b364ccd07099e592668e8dbb466.mp4
test,43,240,0c184c3f0dfa6d40c9e9909b7b8af646,,,https://cf-st.sc-cdn.net/d/Bv7cS6UTTM87erjtvruDl.1034.IRZXSOY?mo=GqkBGg0aABoAMgEESAJQLmABogGWAQiKCBKDAQqAASABSnwKd3EpLC5GOUsyIi4pKSk5OEA1QFJHPUAvKi0eIiYwLikoIR4nISAmJicmLS8sNDorKyYpKCkkKyIrKi80RUMuMTInKCgrJyojIjU4STouKCgvJCQgJiknJComIiEkJyIlJSAcJC0fJiUhJSYkISYyJColJCImIyUtEPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.1590373703776169,official_balanced_5000_videos/0c184c3f0dfa6d40c9e9909b7b8af646.mp4
test,44,244,2355085ef2063dba899ddaeef5f57783,Snowdon hike  fitnessgoals  mountaineering,Walking back down snowdon hiking boot,https://bolt-gcdn.sc-cdn.net/y/afv6ddHif7l9D8NiBQFKB.1034.IRZXSOY?mo=GkMaDRoAGgAyAXhIBFAuYAGiATEIiggSHwodIAFKGQoUfExLWEpDRC8hMzpLQTsnLkA6OS8Q9AMiCxIAKgdJUlpYU09Z&uc=46,0.2007669731950694,official_balanced_5000_videos/2355085ef2063dba899ddaeef5f57783.mp4
test,45,245,bbb8273d7e4db5346eea4f1a6bcd1607,The Only Ones I Need grinning face with smiling eyes,,https://cf-st.sc-cdn.net/d/fpYqjf5ljosZieOkpAI2a.1034.IRZXSOY?mo=GjkaDRoAGgAyAQRIA1AuYAGiAScIiggSFQoTIAFKDwoKQyk5LSwbLjQoHRD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.3391899823909215,official_balanced_5000_videos/bbb8273d7e4db5346eea4f1a6bcd1607.mp4
test,46,248,e9b1cc634e2a9b63e286c6581f3bcf73, snapchatspotlight  snapchatviral ,,https://cf-st.sc-cdn.net/d/wPbmHRs7wW4Ynx9kzZIUh.1034.IRZXSOY?mo=Gj8aDRoAGgAyAQRIA1AuYAGiAS0IiggSGwoZIAFKEAoLTCYoKCg0JzMmKh8Q9ANaAxCBPSILEgAqB0lSWlhTT1k%3D&uc=46,0.3367168851496772,official_balanced_5000_videos/e9b1cc634e2a9b63e286c6581f3bcf73.mp4
test,47,255,0a9342aa0d9f8a5246f1f0c4ba64d46c,BRITISH MASTERS collisiontrophyman golfing,,https://cf-st.sc-cdn.net/d/G9ce1rEGNo4ELkTRP2ykn.1034.IRZXSOY?mo=Gm0aDRoAGgAyAQRIAlAuYAGiAVsIiggSSQpHIAFKQwo-ay0qKjMqGyIeMiQrIBktIh8hLDZPMCswLx4USBwhHhlCRkMkIy8mNC0xSmAYHEsyKxMYGBUXHxguKTQrJRkQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.1845979260418704,official_balanced_5000_videos/0a9342aa0d9f8a5246f1f0c4ba64d46c.mp4
test,48,265,11f7e56e72cb54116e9d8c78dc8f116a,,,https://cf-st.sc-cdn.net/d/ZsJid3mWwtfqNhAf05nUK.1034.IRZXSOY?mo=GjkaDRoAGgAyAQRIAlAuYAGiAScIiggSFQoTIAFKDwoKeTtCVFU7KUtVMBD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.349168460183917,official_balanced_5000_videos/11f7e56e72cb54116e9d8c78dc8f116a.mp4
test,49,272,1ab09125766fb789779785b770f4ab66,,,https://bolt-gcdn.sc-cdn.net/y/LIQEphCtCi9qBzeXF2JLB.1034.IRZXSOY?mo=GkQaDRoAGgAyAXhIA1AuYAGiATIIiggSIAoeIAFKGgoVfTo5MzcuOC0qLDwzLC09Nm00NDY1EPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.908565838387791,official_balanced_5000_videos/1ab09125766fb789779785b770f4ab66.mp4
test,50,275,feddf37dc6e6e64b9f5e5866bd9d963b,,,https://cf-st.sc-cdn.net/d/uMK0I6SN4zsiWHP2VxCmF.1034.IRZXSOY?mo=GjkaDRoAGgAyAQRIAlAuYAGiAScIiggSFQoTIAFKDwoKV0pQMCweIB4aGxD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.6869966738407357,official_balanced_5000_videos/feddf37dc6e6e64b9f5e5866bd9d963b.mp4
test,51,285,672de10bea695a62c7b2825c59b544bf, spotlightoftheday ,,https://cf-st.sc-cdn.net/d/xBSP70VPR6cDENYkzzLL3.1034.IRZXSOY?mo=GjwaDRoAGgAyAQRIAlAuYAGiASoIiggSGAoWIAFKEgoNTTY-MT4xP2pOSjZIIBD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.7149129328898455,official_balanced_5000_videos/672de10bea695a62c7b2825c59b544bf.mp4
test,52,286,b3311841c2e3ece5c46b8f99bcd142b5, satisfying  satisfyingspotlight ,epic soap carvesoapbubbles,https://cf-st.sc-cdn.net/d/FglLf72V3etFDOuYrTuGa.1034.IRZXSOY?mo=GlUaDRoAGgAyAQRIAlAuYAGiAUMIiggSMQovIAFKKwomYykrLiUmNTEtVBsxMTI7PDUlGUEeHCIeHhwqGhg0HR4YKxkXGikQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.2088593230287615,official_balanced_5000_videos/b3311841c2e3ece5c46b8f99bcd142b5.mp4
test,53,290,f87551c7c1a52d4c3e8eee03b1afb597,,,https://cf-st.sc-cdn.net/d/VTYaAltGrQxbKbEbeACWL.1034.IRZXSOY?mo=GnIaDRoAGgAyAQRIAlAuYAGiAWAIiggSTgpMIAFKJwoiWTQ6Pz89Q0I7MjpFPy1ISDNBOzMwNDk1NTwzMTc1NDY4MRD0A1oEEKabAVoHCLIZEOPNGVoHCKg9ELbLPFoHCMtjENCpXiILEgAqB0lSWlhTT1k%3D&uc=46,0.0833731168068871,official_balanced_5000_videos/f87551c7c1a52d4c3e8eee03b1afb597.mp4
